Title,Price,Location,Price_cleaned,Rooms,Area,Area_from_title,District
Новостройка Буз базар 2/6/9 Евроремонт 45м2,95 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:48",95000.0,,45.0,45.0,Mirzo-Ulug‘bek
Продаётся квартира 1 этаж 3 комнат 88кв,111 000 у.е.Kelishilgan,"Toshkent, Olmazor tumani - Bugunda 04:14",111000.0,,88.0,88.0,Olmazor
"Квартира ЖК City Life 3/7/11 112 кв.м 112,5 кв.м",1 500 у.е.,"Toshkent, Yakkasaroy tumani - Bugunda 06:48",1500.0,,112.0,112.0,Yakkasaroy
ЖК Sayram Avenue 3-комн 74м2 ‼️ Ул. Буюк Ипак Йули,102 000 у.е.Kelishilgan,"Toshkent, Mirobod tumani - Bugunda 06:48",102000.0,,74.0,74.0,Mirobod
"Продается Квартира!2х комн,90м2|ЖК ""Hilmar"",ул.Бабура  США",85 500 у.е.Kelishilgan,"Toshkent, Yakkasaroy tumani - Bugunda 06:48",85500.0,,90.0,90.0,Yakkasaroy
Вторичка 2в3/1/5 Ташсельмаш Керамзит 53м2 Евроремонт,72 500 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:48",72500.0,,53.0,53.0,Mirzo-Ulug‘bek
"Срочно!Продается Дуплекс Квартира.4х комн,130м2|ул Махтумкули  США",165 000 у.е.Kelishilgan,"Toshkent, Yashnobod tumani - Bugunda 06:47",165000.0,,130.0,130.0,Yashnobod
"Метро Хамида Олимджана. 4-комн. спецплан. 150 кв.м. Ремонт, обстановка",310 000 у.е.Kelishilgan,"Toshkent, Shayxontohur tumani - 03/02/2026",310000.0,,150.0,150.0,Shayxontohur
Квартира на чиланзаре 65 м2,65 000 у.е.Kelishilgan,"Toshkent, Chilonzor tumani - Bugunda 06:47",65000.0,,65.0,65.0,Chilonzor
"ПРОДАЖА КВАРТИРЫ!3х комн,100м2|ЖК ""Дархан Модерн""  США",215 000 у.е.Kelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:47",215000.0,,100.0,100.0,Mirzo-Ulug‘bek
"Продаётся 3/4/10 квартира в Mirabad Elite,ул Тараса Шевченко",199 000 у.е.Kelishilgan,"Toshkent, Mirobod tumani - Bugunda 06:46",199000.0,,10.0,10.0,Mirobod
"ПРОДАЕТСЯ КВАРТИРА!3х комн,92м2|КОРОБКА|Ш.Руставели  сша",138 300 у.е.Kelishilgan,"Toshkent, Yakkasaroy tumani - Bugunda 06:46",138300.0,,92.0,92.0,Yakkasaroy
Юнусобод 11 кв 3 хона Навастройка,126 500 у.е.Kelishilgan,"Toshkent, Yunusobod tumani - Bugunda 06:46",126500.0,3.0,11.0,11.0,Yunusobod
"Продажа 2/11/12 50м2 в ЖК Nukus Avenue, ор-р: Глинка",118 000 у.е.,"Toshkent, Yakkasaroy tumani - Bugunda 06:46",118000.0,,50.0,50.0,Yakkasaroy
Новостройка Яшнабадский район 4 хона 100 м2 евро ремонт,109 000 у.е.,"Toshkent, Yashnobod tumani - 03/02/2026",109000.0,4.0,100.0,100.0,Yashnobod
Продаётся 3/9/12 квартира в ЖК NRG Oybek Супер Центр,290 000 у.е.Kelishilgan,"Toshkent, Mirobod tumani - Bugunda 06:45",290000.0,,12.0,12.0,Mirobod
Срочно Продается Квартира 2/1/10 51м2 на ЖК «Parkent Avenue»,68 500 у.е.Kelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:44",68500.0,,51.0,51.0,Mirzo-Ulug‘bek
"Дархан, Новомосковская, квартира 2в3/3/12, монолит, 68м2.",110 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:44",110000.0,,68.0,68.0,Mirzo-Ulug‘bek
"срочно своя 3-ком, 85 кв.м., новостройка, ул.Махтумкули, ипотека!",129 500 у.е.,"Toshkent, Yashnobod tumani - 03/02/2026",129500.0,,85.0,85.0,Yashnobod
"ПРОДАЖА КВАРТИРЫ!2х комн,63м2|ЖК ""N-One""   США",125 500 у.е.Kelishilgan,"Toshkent, Yakkasaroy tumani - Bugunda 06:44",125500.0,,63.0,63.0,Yakkasaroy
"ПРОДАЖА КВАРТИРЫ!4х комн,107м2|ЖК Оз Махал,ул.Новомосковская  США",265 000 у.е.Kelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:44",265000.0,,107.0,107.0,Mirzo-Ulug‘bek
"ПРОДАЕТСЯ КВАРТИРА!3х комн,126м2|ЖК NRG U-Tower   сша",660 000 у.е.Kelishilgan,"Toshkent, Shayxontohur tumani - Bugunda 06:43",660000.0,,126.0,126.0,Shayxontohur
"ПРОДАЖА КВАРТИРЫ!3х комн,87м2|Тузель, 255 школа   АКТ",95 000 у.е.Kelishilgan,"Toshkent, Yashnobod tumani - Bugunda 06:43",95000.0,,87.0,87.0,Yashnobod
"Продается 4х комн Квартира!125м2|КОРОБКА|Ц-1,кафе Бибигон  США",290 000 у.е.Kelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:43",290000.0,,125.0,125.0,Mirzo-Ulug‘bek
Юнусобод 11 кв 2 хона Навастройка,77 000 у.е.Kelishilgan,"Toshkent, Yunusobod tumani - Bugunda 06:43",77000.0,2.0,11.0,11.0,Yunusobod
"Продаю свою 2/1/9, 52 000 $.  44 кв.м в Яшнобадском районе.",52 000 у.е.Kelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 31/01/2026",52000.0,,44.0,44.0,Mirzo-Ulug‘bek
Своя  3-комнатная квартира Бадамзар Мечеть 82м2,106 900 у.е.,"Toshkent, Yunusobod tumani - 05/02/2026",106900.0,,82.0,82.0,Yunusobod
"ПРОДАЕТСЯ КВАРТИРА!4х комн,210м2|ЖК ""Oq Saroy""  США",420 000 у.е.Kelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:43",420000.0,,210.0,210.0,Mirzo-Ulug‘bek
Срочно Продается Квартира 4/9/10 110м2 на ЖК «Parkent Avenue»,122 500 у.е.Kelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:42",122500.0,,110.0,110.0,Mirzo-Ulug‘bek
Квартира Ж/К Yakkasaray City Mall 3/2/10 95 кв.м,177 000 у.е.,"Toshkent, Yakkasaroy tumani - Bugunda 06:42",177000.0,,95.0,95.0,Yakkasaroy
-2/3/4 Кирпич‼️2х6 Балкон Чиланзар-14кв,73 500 у.е.,"Toshkent, Chilonzor tumani - Bugunda 06:41",73500.0,,14.0,14.0,Chilonzor
"продается квартира 110 кв новостройка, алмазарский р, сагбон 3 комнаты",115 000 у.е.Kelishilgan,"Toshkent, Olmazor tumani - Bugunda 06:41",115000.0,,110.0,110.0,Olmazor
Продаётся 2ком NEST ONE 55.21квм ор-р: Ташкент Сити/Tashkent City,176 000 у.е.Kelishilgan,"Toshkent, Shayxontohur tumani - Bugunda 06:41",176000.0,,55.21,55.21,Shayxontohur
Срочно Продается Квартира 4/6/9 96м2 на Айбеке / м. Ойбек,165 000 у.е.Kelishilgan,"Toshkent, Mirobod tumani - Bugunda 06:40",165000.0,,96.0,96.0,Mirobod
Ялангач 3 Комнаты 2 Этаж 67м²,88 500 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:39",88500.0,,67.0,67.0,Mirzo-Ulug‘bek
"Своя  3/3/4 60 кв Ц2 ул Без Ремонта, Гогол Рядом алея Алайский р. Свою",120 000 у.е.,"Toshkent, Mirobod tumani - Bugunda 06:39",120000.0,,60.0,60.0,Mirobod
"2 xona 58 m.kv. Yunusobod 6-kvartal | Юнусабад, 6-кв, 2-ком. 58 кв.м.",62 500 у.е.Kelishilgan,"Toshkent, Yunusobod tumani - 04/02/2026",62500.0,2.0,58.0,58.0,Yunusobod
"3-х комнатная квартира 72 кв.м. массив Янги Узбекистан, Новостройка",58 000 у.е.Kelishilgan,"Toshkent, Bektemir tumani - 05/02/2026",58000.0,,72.0,72.0,Bektemir
"ПРОДАЕТСЯ КВАРТИРА! 2х комн,48м2| ЖК Imperial Club City   СНУ",98 000 у.е.Kelishilgan,"Toshkent, Yakkasaroy tumani - Bugunda 06:38",98000.0,,48.0,48.0,Yakkasaroy
"ДРУЖБА 2/7/9 Евроремонт обш: 73 кв.м ор Нархоз институт, Дружба метро",102 000 у.е.,"Toshkent, Shayxontohur tumani - Bugunda 06:38",102000.0,,73.0,73.0,Shayxontohur
Метро Минор | 3-комнатная 88 м² в ЖК Kazakhstan | С мебелью,205 000 у.е.Kelishilgan,"Toshkent, Yunusobod tumani - Bugunda 06:38",205000.0,,88.0,88.0,Yunusobod
КОРАТОШ 4/3/5 Евроремонт с меб и техн бал: 2.20х7 100 кв.м Каратащ,133 000 у.е.,"Toshkent, Shayxontohur tumani - Bugunda 06:38",133000.0,,100.0,100.0,Shayxontohur
"Квартира ЖК Brooklyn 3/14/16 77,8 кв.м",85 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:38",85000.0,,77.8,77.8,Mirzo-Ulug‘bek
"Продаётся 2ком НОВОСТРОЙКА 63квм ор-р: Макро, Паркентский",79 000 у.е.Kelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:38",79000.0,,63.0,63.0,Mirzo-Ulug‘bek
ЖК Green Island 2-комн 38м2 ‼️ ул.Садыка Азимова Эфенди,130 000 у.е.Kelishilgan,"Toshkent, Mirobod tumani - Bugunda 06:37",130000.0,,38.0,38.0,Mirobod
",Продается‼️4/10/14 , 114м2 ЕВРО меб+техн ЖК Узбегим",229 000 у.е.,"Toshkent, Yakkasaroy tumani - Bugunda 06:37",229000.0,,114.0,114.0,Yakkasaroy
"Новостройка 3-х комнатная в ЖК «City Life» 112,5м2  ID: 5198",168 750 у.е.,"Toshkent, Yakkasaroy tumani - Bugunda 06:37",168750.0,,112.5,112.5,Yakkasaroy
"ПРОДАЁТСЯ !!! ""Нест Оне"" 3/40/51.  60м2.  Вид на парк
НОВОСТРОЙКА 
ЖК",315 000 у.е.,"Toshkent, Shayxontohur tumani - Bugunda 06:37",315000.0,,60.0,60.0,Shayxontohur
Ц-15 ЖАНГОХ Новостройка 4/6/8 Евроремонт с меб+тех обш: 200 кв.м Абай,310 000 у.е.,"Toshkent, Shayxontohur tumani - Bugunda 06:37",310000.0,,200.0,200.0,Shayxontohur
ГАНГА 2+2/5/9 Евроремонт с меб+тех обш: 125 кв.м ор: Хадра Ганга Чорсу,189 900 у.е.,"Toshkent, Shayxontohur tumani - Bugunda 06:37",189900.0,,125.0,125.0,Shayxontohur
Квартира Ж/К Botanika Saroy 1/1/16 39 кв.м,110 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:37",110000.0,,39.0,39.0,Mirzo-Ulug‘bek
Каракамыш Квартира 2/4/5 разделка площадь 54м2,60 000 у.е.,"Toshkent, Olmazor tumani - Bugunda 06:37",60000.0,,54.0,54.0,Olmazor
Квартира ресторан Челси 3/5/8 100 кв.м,190 000 у.е.,"Toshkent, Yakkasaroy tumani - Bugunda 06:36",190000.0,,100.0,100.0,Yakkasaroy
"Продаётся 3в4 ком Ул.Фидокор 70м2 ор-р: Кафе Bon, бывш. Чехова",134 000 у.е.Kelishilgan,"Toshkent, Mirobod tumani - Bugunda 06:35",134000.0,,70.0,70.0,Mirobod
Квартира ресторан Челси 3/4/8 100 кв.м,190 000 у.е.,"Toshkent, Yakkasaroy tumani - Bugunda 06:35",190000.0,,100.0,100.0,Yakkasaroy
‘Банковский‼️4/3/4 120м2 Метро Мирзо Улугбек,153 000 у.е.,"Toshkent, Chilonzor tumani - Bugunda 06:34",153000.0,,120.0,120.0,Chilonzor
Uchtepa 13-mavzey 4/4/4. 92kv,98 000 у.е.Kelishilgan,"Toshkent, Chilonzor tumani - 05/02/2026",98000.0,,92.0,92.0,Chilonzor
Квартира ЖК Tiara Residence 4/9/10 173 кв.м,242 200 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:34",242200.0,,173.0,173.0,Mirzo-Ulug‘bek
-Продается 2 ком‼️Чиланзар-8кв,57 500 у.е.,"Toshkent, Chilonzor tumani - Bugunda 06:34",57500.0,,8.0,8.0,Chilonzor
"4-комн своя 110м² Parkent Avenue, коробка, сквозная - 116000$",116 000 у.е.,"Toshkent, Shayxontohur tumani - 31/01/2026",116000.0,,110.0,110.0,Shayxontohur
ПРОДАЖА  Новостройка ЖК “Assalom sohil” Фаргона йули 3/8/9 68кв,85 000 у.е.,"Toshkent, Mirobod tumani - Bugunda 06:33",85000.0,,68.0,68.0,Mirobod
Чиланзар 6 квартал Разделка Мебель и Техника,76 500 у.е.,"Toshkent, Chilonzor tumani - Bugunda 06:33",76500.0,,6.0,6.0,Chilonzor
"Продаётся 4ком/1/4 , 92квм ор-р: университет AJOU",79 000 у.е.Kelishilgan,"Toshkent, Yashnobod tumani - Bugunda 06:33",79000.0,,92.0,92.0,Yashnobod
"Габус, Тарас Шевченко, 4/6/6, 203 м2, ориентир Irish pub",400 000 у.е.Kelishilgan,"Toshkent, Mirobod tumani - 05/02/2026",400000.0,,203.0,203.0,Mirobod
Готовый блок Бобур резиденс 3/7/14 новостройка 72м2,99 900 у.е.Kelishilgan,"Toshkent, Yakkasaroy tumani - 03/02/2026",99900.0,,72.0,72.0,Yakkasaroy
Продам новостройку 2/1/4 Ттз Саниф 80м² кирпич огород,80 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:32",80000.0,,80.0,80.0,Mirzo-Ulug‘bek
Квартира ЖК O’z Mahal 2/5/14 51 кв.м,90 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:32",90000.0,,51.0,51.0,Mirzo-Ulug‘bek
"3/3/9 97м2 NRG SAYRAM Буюк Ипак Йули (Максим Горький, БИЙ)",237 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:32",237000.0,,97.0,97.0,Mirzo-Ulug‘bek
Цена ниже рыночной Бодомзор. Пент хаус 246м² + 120м² терасса,221 400 у.е.Kelishilgan,"Toshkent, Yunusobod tumani - Bugunda 03:44",221400.0,,246.0,246.0,Yunusobod
"Кушбеги 2комн/6/9, 42м² Разделка, Панель. Средни ремонт. Ор-р: Бассейн",44 000 у.е.Kelishilgan,"Toshkent, Yakkasaroy tumani - Bugunda 06:31",44000.0,,42.0,42.0,Yakkasaroy
"ПРОДАЁТСЯ‼ Квартира мечты у метро! ЖК Caravan Avenue, 74 м² | Терраса",145 000 у.е.Kelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:31",145000.0,,74.0,74.0,Mirzo-Ulug‘bek
Чиланзар 10 квартал 2в3/3/4 Евро,71 500 у.е.,"Toshkent, Chilonzor tumani - Bugunda 06:31",71500.0,,10.0,10.0,Chilonzor
"Квартира Ж/К Imperial Club 1/11/14 30,6 кв.м",62 000 у.е.,"Toshkent, Yunusobod tumani - Bugunda 06:30",62000.0,,30.6,30.6,Yunusobod
Срочно. ЖК Seul Mun Riverside 2-х ком 57м2 в каждой комнате окна,112 000 у.е.Kelishilgan,"Toshkent, Yakkasaroy tumani - 10/01/2026",112000.0,,57.0,57.0,Yakkasaroy
"23500 у.е., Карасу -6, 23 м2",23 500 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:30",23500.0,,23.0,23.0,Mirzo-Ulug‘bek
"2/4/15 Паркентский ЖК Parkent Plaza, мебель техника 45м2, 85000 уе",85 000 у.е.Kelishilgan,"Toshkent, Yashnobod tumani - Bugunda 06:30",85000.0,,45.0,45.0,Yashnobod
Квартира Дархан 100 кв.м с ремонтом,2 000 000 000 so’mKelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:29",2000000000.0,,100.0,100.0,Mirzo-Ulug‘bek
"ЖК Brooklyn | 75 м², блок F, паркинг| Ул Сайрам| метро БИЙ",80 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - 03/02/2026",80000.0,,75.0,75.0,Mirzo-Ulug‘bek
Продается ЖК Кипарис 3/9/9 новый ремонт 98м2,230 000 у.е.,"Toshkent, Yunusobod tumani - Bugunda 06:29",230000.0,,98.0,98.0,Yunusobod
Квартира ЖК Koh Ota 3/2/10 70 кв.м,145 000 у.е.,"Toshkent, Olmazor tumani - Bugunda 06:29",145000.0,,70.0,70.0,Olmazor
"3/4/7 МирзоУлугбекский р-н,ЭКО Базар,новостройка,62 м2, Евроремонт",89 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:28",89000.0,,62.0,62.0,Mirzo-Ulug‘bek
Квартира Ж/К Mashxadi residence 3/4/8 96 кв.м,110 000 у.е.,"Toshkent, Yashnobod tumani - Bugunda 06:28",110000.0,,96.0,96.0,Yashnobod
"СРОЧНО!Продается Квартира. 2х комн,33м2|Паркнетский  СНУ",55 000 у.е.Kelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:28",55000.0,,33.0,33.0,Mirzo-Ulug‘bek
"ЖК ""Mirabad City"" 2комн 51м2 ‼️ Ул.Нукусская Госпитальный рынок",125 000 у.е.Kelishilgan,"Toshkent, Mirobod tumani - Bugunda 06:27",125000.0,,51.0,51.0,Mirobod
Продается коробка в МИРАБАД АВЕНЮ 126м2 А блок первая линия,465 000 у.е.,"Toshkent, Mirobod tumani - Bugunda 06:27",465000.0,,126.0,126.0,Mirobod
3 xonali evro kvartira sotiladi!Yangihayot Sputnik 5 Novostroyka 74kv,73 500 у.е.Kelishilgan,"Toshkent, Chilonzor tumani - 05/02/2026",73500.0,3.0,74.0,74.0,Chilonzor
ЖК УзМахал-4/12/14 -107 м2,265 000 у.е.Kelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - 04/02/2026",265000.0,,107.0,107.0,Mirzo-Ulug‘bek
"Буюк Ипак Йули (Максим Горький, БИЙ) 2/2/4  2х6 55м2",105 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:26",105000.0,,55.0,55.0,Mirzo-Ulug‘bek
Новостройка Сергели 1 ком. 38 м² коробка,40 000 у.е.Kelishilgan,"Toshkent, Sirg‘ali tumani - Bugunda 06:26",40000.0,,38.0,38.0,Boshqa
"Чиланзар 5 квартал, 3х комнатная",90 000 у.е.Kelishilgan,"Toshkent, Chilonzor tumani - Bugunda 06:26",90000.0,,5.0,5.0,Chilonzor
м.Буюк Ипак Йули ЖК Sayram Avenue 4-комн 2/10 118 м² 3 с/у евроремонт,250 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:26",250000.0,,118.0,118.0,Mirzo-Ulug‘bek
"Golden House 3к 86м², Яккасарай — мебель, парковка, ипотека",134 000 у.е.,"Toshkent, Yakkasaroy tumani - 04/02/2026",134000.0,,86.0,86.0,Yakkasaroy
ЖК  Tiara Residence Академгородок 4-комн 125 м²+32 м² терраса коробка,185 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:25",185000.0,,125.0,125.0,Mirzo-Ulug‘bek
"метро Минор 2х3/14/16 чистая, 64 м² с мебелью и техникой",75 000 у.е.Kelishilgan,"Toshkent, Yunusobod tumani - Bugunda 06:25",75000.0,,64.0,64.0,Yunusobod
Акай Сити - 132 кв.,229 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:25",229000.0,,132.0,132.0,Mirzo-Ulug‘bek
ул.Нукус Гламур 2-комн 2(3)/9 65 м² евроремонт мебель техника,149 000 у.е.,"Toshkent, Mirobod tumani - Bugunda 06:25",149000.0,,65.0,65.0,Mirobod
ЖК Caravan Avenue м.Буюк Ипак Йули 3-комн 4/13 74 м² 2 с/у евроремонт,155 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:25",155000.0,,74.0,74.0,Mirzo-Ulug‘bek
ЖК Parkent Plaza Авиатор 4-комн 13/15 90 м² 2 с/у евроремонт меб/тех,142 000 у.е.,"Toshkent, Yashnobod tumani - Bugunda 06:25",142000.0,,90.0,90.0,Yashnobod
Юнусабад-9 Сетор 2/3/5 58м² евроремонт,78 000 у.е.,"Toshkent, Yunusobod tumani - 05/02/2026",78000.0,,58.0,58.0,Yunusobod
Ц-5 Монумент Мужества 4-комн 4/4 82 м² кирпич евроремонт 2х6 балкон,125 000 у.е.,"Toshkent, Yunusobod tumani - Bugunda 06:25",125000.0,,82.0,82.0,Yunusobod
ЖК Бешчинор ул.Махтумкули 2-комн 2-уровня 8/14 44 м² ремонт меб/тех,70 000 у.е.,"Toshkent, Yashnobod tumani - Bugunda 06:25",70000.0,,44.0,44.0,Yashnobod
"Квартира Ж/К Imperial Club 2/4,12/14 49 кв.м",113 000 у.е.,"Toshkent, Yunusobod tumani - Bugunda 06:25",113000.0,,49.0,49.0,Yunusobod
Квартира Ц-1 Чайкофф 3/3/4 80 м2,160 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:24",160000.0,,80.0,80.0,Mirzo-Ulug‘bek
"СРОЧНО!Продается Квартира в ЖК Infinity!2х комн,65м2|Ц1,С.Азимов сну",205 000 у.е.Kelishilgan,"Toshkent, Mirobod tumani - Bugunda 06:24",205000.0,,65.0,65.0,Mirobod
"СРОЧНО ПРОДАЕТСЯ!3х комн,120м2|массив Кушбеги, ресторан Калдиргоч США",155 000 у.е.Kelishilgan,"Toshkent, Yakkasaroy tumani - Bugunda 06:24",155000.0,,120.0,120.0,Yakkasaroy
"NRG Jomiy | 3-комнатная 72 м², бизнес-класс | Кадастр есть",114 000 у.е.Kelishilgan,"Toshkent, Yunusobod tumani - Bugunda 06:24",114000.0,,72.0,72.0,Yunusobod
Нукусская 3/6/10 65м2 ЕВРО ремонт Ор-р Гаи,116 000 у.е.,"Toshkent, Mirobod tumani - Bugunda 06:23",116000.0,,65.0,65.0,Mirobod
"Продаётся 2ком ЖК Parkent Avenue 52м2 ор-р: Паркентский, мост Тапоич",67 000 у.е.Kelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:23",67000.0,,52.0,52.0,Mirzo-Ulug‘bek
"Юнусабад- 13 квартал 4/5/8 новостройка коробка кирпич 87,4 м2",89 000 у.е.Kelishilgan,"Toshkent, Yunusobod tumani - Bugunda 06:22",89000.0,,13.0,13.0,Yunusobod
Продам 2 ком Юнусабад 7 квартал Ипотека,65 500 у.е.,"Toshkent, Yunusobod tumani - Bugunda 06:22",65500.0,,7.0,7.0,Yunusobod
Продам 2 ком Юнусабад 10 квартал Ипотека,66 500 у.е.,"Toshkent, Yunusobod tumani - Bugunda 06:22",66500.0,,10.0,10.0,Yunusobod
Продам свою квартиру 50.32 КВ 1/1/4 ЖД поликлиника,70 999 у.е.Kelishilgan,"Toshkent, Mirobod tumani - 04/02/2026",70999.0,,50.32,50.32,Mirobod
Юнус Абад 17 квартал Новостройка,1 050 у.е.,"Toshkent, Yunusobod tumani - Bugunda 06:21",1050.0,,17.0,17.0,Yunusobod
Срочно Квартира Ц-4 Plov ресторан 2/2/4 54 кв.м,100 000 у.е.,"Toshkent, Yunusobod tumani - Bugunda 06:21",100000.0,,54.0,54.0,Yunusobod
Продам 1/3/5 на Юнусабад 19 кв своя без ремонт,46 900 у.е.,"Toshkent, Yunusobod tumani - Bugunda 06:20",46900.0,,19.0,19.0,Yunusobod
Продажа 2комнатная своя квартира своя 80 кв,90 000 у.е.Kelishilgan,"Toshkent, Mirobod tumani - 05/02/2026",90000.0,,80.0,80.0,Mirobod
СРОЧНО ПРОДАЁТСЯ 2ком квартира на ЖК Piramit towers 39-этаж 58м2,160 000 у.е.Kelishilgan,"Toshkent, Yakkasaroy tumani - Bugunda 06:19",160000.0,,58.0,58.0,Yakkasaroy
"2/6/9 на массиве ТТЗ-2 
ТТЗ-2
60квм
Без ремонта 
Общии вход 
54500",54 500 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:19",54500.0,,60.0,60.0,Mirzo-Ulug‘bek
Срочно! 3-комн квартира 86 м² в новостройке | Мирзо-Улугбекский,125 000 у.е.Kelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:18",125000.0,,86.0,86.0,Mirzo-Ulug‘bek
"ЖК NRG Mirzo Ulugbek, 4/2/10 Евроремонт (118м2) Срочно",250 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:17",250000.0,,118.0,118.0,Mirzo-Ulug‘bek
СРОЧНО !! Продаётся квартира в Яшнабаде 2/4/4 ( 47 кв/м ) Авиасозлар 3,58 500 у.е.,"Toshkent, Yashnobod tumani - Bugunda 06:16",58500.0,,47.0,47.0,Yashnobod
Чиланзар 2 ‼️ 2/3/4 Паспортный стол Балкон 2х4 Метро 5 минут,80 500 у.е.Kelishilgan,"Toshkent, Chilonzor tumani - Bugunda 06:16",80500.0,,4.0,4.0,Chilonzor
3/5/5 Авиагородок 78м2 Балкон 2/6 Ремонт Мебель Техника Ипотека есть!,72 000 у.е.,"Toshkent, Mirobod tumani - Bugunda 05:34",72000.0,,78.0,78.0,Mirobod
Срочно Продаётся квартира метро Ойбек жемчуг 3-комн евро ремонт 75м2,119 999 у.е.Kelishilgan,"Toshkent, Yakkasaroy tumani - Bugunda 06:15",119999.0,,75.0,75.0,Yakkasaroy
СВОЯ УЖЕ СДАНА NRG YANGI BAHT 3/2/9!! 82 квадрата!,82 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:15",82000.0,,82.0,82.0,Mirzo-Ulug‘bek
ЖК Yunusabad Residence 2/7/9 (67м2) Авторский проект Срочно,138 000 у.е.,"Toshkent, Yunusobod tumani - Bugunda 06:15",138000.0,,67.0,67.0,Yunusobod
Срочно Продаётся Новостройка элетный Комплекс паркентский 4-комн 133м2,249 999 у.е.Kelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:15",249999.0,,133.0,133.0,Mirzo-Ulug‘bek
"ПРОДАЕТСЯ КВАРТИРА В ЖК Акай Сити!3х комн,120м2| ул.Кара Ниязова США",220 000 у.е.Kelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:15",220000.0,,120.0,120.0,Mirzo-Ulug‘bek
Квартиры 39м² с кадастром со скидками от NRG BI Ботанический сад AU,63 768 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - 31/01/2026",63768.0,,39.0,39.0,Mirzo-Ulug‘bek
"Квартира Ж/К Glinka Premium 2/5/12 93,5 кв.м",160 000 у.е.,"Toshkent, Yakkasaroy tumani - Bugunda 06:14",160000.0,,93.5,93.5,Yakkasaroy
Продажа 2/1/4 Академ Городок Бий Горбатый БАЛКОН2Х6 КирпичныйДом 60м2,71 500 у.е.Kelishilgan,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:14",71500.0,,60.0,60.0,Mirzo-Ulug‘bek
"Квартира Ж/К Qorasuv Plaza 2/10/11 57,4 кв.м",80 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:13",80000.0,,57.4,57.4,Mirzo-Ulug‘bek
Квартира  Ж/К Sayram Avenue 4/2/10 118 кв.м,250 000 у.е.,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 06:13",250000.0,,118.0,118.0,Mirzo-Ulug‘bek
"СЕРГЕЛИ 5 - продаю квартиру 2/2/9  72м2 ,Балкон 2×6  с Лифтовой.",75 000 у.е.Kelishilgan,"Toshkent, Sirg‘ali tumani - 05/02/2026",75000.0,,72.0,72.0,Boshqa
"Продается 4х комнатная квартира,университет АЖОУ,Яшнабадский р-н,92м2",77 000 у.е.,"Toshkent, Yashnobod tumani - 04/02/2026",77000.0,,92.0,92.0,Yashnobod
